"[[[65.0, 90.0, 2.2222222222222223], [77.0, 90.0, 1.6666666666666667], [77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112]]]",19,306,326
"[[[67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112]]]",87,"['116', 'T']"
"[[[65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112]]]",88,"['117', 'T']"
"[[[62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112]]]",89,"['118', 'T']"
"[[[64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667]]]",90,"['119', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556]]]",91,"['120', 'T']"
"[[[67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112]]]",92,"['121', 'T']"
"[[[69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112]]]",93,"['122', 'T']"
"[[[62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667]]]",94,"['123', 'T']"
"[[[64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [65.0, 90.0, 0.5555555555555556]]]",95,"['124', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [65.0, 90.0, 0.5555555555555556], [64.0, 90.0, 1.1111111111111112]]]",96,"['125', 'T']"
"[[[67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [65.0, 90.0, 0.5555555555555556], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 2.2222222222222223]]]",97,"['126', 'T']"
"[[[69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [65.0, 90.0, 0.5555555555555556], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 2.2222222222222223], [64.0, 90.0, 1.1111111111111112]]]",98,"['127', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [65.0, 90.0, 0.5555555555555556], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 2.2222222222222223], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112]]]",99,"['128', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 2.2222222222222223], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667]]]",109,"['80', 'T']"
"[[[64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 2.2222222222222223], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556]]]",110,"['81', 'T']"
"[[[65.0, 90.0, 2.2222222222222223], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556]]]",111,"['82', 'T']"
"[[[64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556]]]",112,"['83', 'T']"
"[[[65.0, 90.0, 1.1111111111111112], [69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556]]]",113,"['84', 'T']"
"[[[69.0, 90.0, 1.6666666666666667], [69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556]]]",114,"['85', 'T']"
"[[[69.0, 90.0, 0.5555555555555556], [67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335]]]",115,"['86', 'T']"
"[[[67.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112]]]",116,"['87', 'T']"
"[[[65.0, 90.0, 1.1111111111111112], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112]]]",117,"['88', 'T']"
"[[[62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112]]]",118,"['89', 'T']"
"[[[64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667]]]",119,"['90', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556]]]",120,"['91', 'T']"
"[[[67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112]]]",121,"['92', 'T']"
"[[[69.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112]]]",122,"['93', 'T']"
"[[[62.0, 90.0, 1.6666666666666667], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667]]]",123,"['94', 'T']"
"[[[64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [65.0, 90.0, 0.5555555555555556]]]",124,"['95', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [65.0, 90.0, 0.5555555555555556], [64.0, 90.0, 1.1111111111111112]]]",125,"['96', 'T']"
"[[[67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [65.0, 90.0, 0.5555555555555556], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 2.2222222222222223]]]",126,"['97', 'T']"
"[[[69.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [65.0, 90.0, 0.5555555555555556], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 2.2222222222222223], [64.0, 90.0, 1.1111111111111112]]]",127,"['98', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [67.0, 90.0, 3.3333333333333335], [67.0, 90.0, 1.1111111111111112], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [67.0, 90.0, 0.5555555555555556], [69.0, 90.0, 1.1111111111111112], [65.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.6666666666666667], [65.0, 90.0, 0.5555555555555556], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 2.2222222222222223], [64.0, 90.0, 1.1111111111111112], [65.0, 90.0, 4.444444444444445]]]",128,"['99', 'T']"
"[[[60.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [58.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112]]]",163,"['188', 'T']"
"[[[60.0, 90.0, 0.5555555555555556], [58.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112]]]",164,"['189', 'T']"
"[[[58.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112]]]",165,"['190', 'T']"
"[[[57.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223]]]",166,"['191', 'T']"
"[[[57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556]]]",167,"['192', 'T']"
"[[[58.0, 90.0, 1.6666666666666667], [60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556]]]",168,"['193', 'T']"
"[[[60.0, 90.0, 0.5555555555555556], [62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112]]]",169,"['194', 'T']"
"[[[62.0, 90.0, 0.5555555555555556], [64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112]]]",170,"['195', 'T']"
"[[[64.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223]]]",171,"['196', 'T']"
"[[[65.0, 90.0, 0.5555555555555556], [60.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [67.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [62.0, 90.0, 0.5555555555555556], [65.0, 90.0, 0.5555555555555556], [63.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [60.0, 90.0, 2.2222222222222223]]]",172,"['197', 'T']"
